Description,Test_ID,anger,boredom,enthusiasm,fun,happiness,hate,love,neutral,relief,sadness,surprise,worry
i believe youre not in love unless you feel completely helpless to the feeling,12139,0,0,0,0,0,0,1,0,0,0,0,0
i feel quite bad about it i m sure they re all perfectly lovely people and in the right company i m sure they sparkle just not in mine,12162,0,0,0,0,0,0,1,0,0,0,0,0
i feel and bring him and coming against a savage the wax doll in the clouds blown across to tak my own feeling that be the bare feet were they were moving fast as i brought it as i love in a time for he yet i made him,12193,0,0,0,0,0,0,1,0,0,0,0,0
i go in a bookstore and it s not carrying my books i feel it as personally and keenly as a mother whose beloved child has been dissed by a teacher or snubbed by a school,12222,0,0,0,0,0,0,1,0,0,0,0,0
i want x xf x x xf x lovers feeling as a boy towards beloved,12244,0,0,0,0,0,0,1,0,0,0,0,0
i love feeling this sweet boy move inside me and i cant wait to meet and hold him,12259,0,0,0,0,0,0,1,0,0,0,0,0
im serious its a really strong feeling one way or the other and when i find one thats perfect i can do it for days and weeks and love every minute never mind how many times i stab my fingers,12263,0,0,0,0,0,0,1,0,0,0,0,0
i feel whatta lovely song jar of hearts,12274,0,0,0,0,0,0,1,0,0,0,0,0
i loved to watch her to be with her to feel her arms in mine to feel her pull me along with her as she ran into the surf again and again to hear her laugh echo in my hears to see that wonderful glorious smile that made her whole face shine like starlight,12287,0,0,0,0,0,0,1,0,0,0,0,0
i feel nothing but sweet sorrow for leaving behind my best friend r whose daughter broke my heart by doing a drawing for me amp writing in her best english amp khmer i love esther amp esther loves me,12329,0,0,0,0,0,0,1,0,0,0,0,0
i feel more affectionate towards animals than people,12338,0,0,0,0,0,0,1,0,0,0,0,0
i would be quite happy without presents but would like to feel accepted and loved for who i am not what others want m,12349,0,0,0,0,0,0,1,0,0,0,0,0
i feel really affectionate towards the name and as it is pretty unique i m glad that people are able to remember it more easily,12442,0,0,0,0,0,0,1,0,0,0,0,0
i loved that he made me feel like i was acceptable to him more than even when so many others that we knew weren t,12466,0,0,0,0,0,0,1,0,0,0,0,0
i just don t feel that i m talented if everyone loves a photo just because i happened to be standing in front of a fresh kill or something,12476,0,0,0,0,0,0,1,0,0,0,0,0
i love how these two work together and i swear i could feel the longing between the two when grace kept shifting,12493,0,0,0,0,0,0,1,0,0,0,0,0
i feel like all of the artists i love the ones i find truly talented seem to have a unique style that you can recognize from a mile away,12554,0,0,0,0,0,0,1,0,0,0,0,0
i feel it is such a lovely sensitive and well thought piece,12573,0,0,0,0,0,0,1,0,0,0,0,0
i love someone and i am very angry with them sometimes it feels kind of like loving them and hating them at the same time,12578,0,0,0,0,0,0,1,0,0,0,0,0
i do not have what it takes to review or talk about movies professionally when i truly enjoy a film i suddenly find myself with nothing to say at all that can do my feelings justice but rest assured list lovers white reindeer will certainly feature high in my end of year list a href http letterboxd,12591,0,0,0,0,0,0,1,0,0,0,0,0
i closely associate with feeling deeply in love whilst being uncertain of the future,12599,0,0,0,0,0,0,1,0,0,0,0,0
i often ask clients to write me a recipe of what would make them feel loved,12628,0,0,0,0,0,0,1,0,0,0,0,0
i love my son as much as you do and feel just as privileged and grateful for the gift of parenthood so knock it off,12632,0,0,0,0,0,0,1,0,0,0,0,0
i had a bunch of accounting crap to take care of plus my colleagues required assistance with several small yet urgent tasks i hadnt slept well wasnt feeling particularly in love with my hair and basically was a bit cranky,12724,0,0,0,0,0,0,1,0,0,0,0,0
i love feeling my sweet pea move around,12731,0,0,0,0,0,0,1,0,0,0,0,0
i put it that way i feel almost affectionate towards him but i also know a more selfish side to him,12738,0,0,0,0,0,0,1,0,0,0,0,0
i want to be loved and happy and to feel i am doing something worthwhile,12747,0,0,0,0,0,0,1,0,0,0,0,0
i can feel the drug in my blood now i just need one girl to get fucked in my love lemme suck your tits and fuck you hardcore dont think for this dick is just for bar whores coz these bitches ditch us fucking sluts with hiv oh i see busted by lust,12755,0,0,0,0,0,0,1,0,0,0,0,0
i have not been able to depending on the person and situation because i feel what if they are scandalised by the fact that someone just randomly came up and said your just so amazing and i really love you,12789,0,0,0,0,0,0,1,0,0,0,0,0
i was already in a place of feeling unloved taken advantage of rejected and it just hit that nerve,12851,0,0,0,0,0,0,1,0,0,0,0,0
i feel everyone loves gossip and i should not make the mistake of trusting one person because every best friend has another best friend and no one ever keeps things to themselves,12877,0,0,0,0,0,0,1,0,0,0,0,0
id love to hear your thoughts and comments so please feel free to leave me something below and have a wonderful weekend,12910,0,0,0,0,0,0,1,0,0,0,0,0
i paint in oils and love the feeling of the rich paint on canvas,12931,0,0,0,0,0,0,1,0,0,0,0,0
i did feel a connection between the two of them i wasn t convinced they d made it to the love stage yet,12954,0,0,0,0,0,0,1,0,0,0,0,0
im so full of life i feel appalled,1,0,0,0,0,0,0,0,1,0,0,0,0
i sit here to write i start to dig out my feelings and i think that i am afraid to accept the possibility that he might not make it,2,0,0,0,0,0,0,0,1,0,0,0,0
i feel suspicious if there is no one outside like the rapture has happened or something,4,0,0,0,0,0,0,0,1,0,0,0,0
when a friend of mine keeps telling me morbid things that happened to his dog,6,0,0,0,0,0,0,0,1,0,0,0,0
i feel a bit annoyed and antsy in a good way,8,0,0,0,0,0,0,0,1,0,0,0,0
i feel like i ve regained another vital part of my life which is living,9,0,0,0,0,0,0,0,1,0,0,0,0
i feel a bit like franz liebkind in the producers not many people know it but the fuhrer was a terrific dancer,10,0,0,0,0,0,0,0,1,0,0,0,0
i was feeling at the start didnt want to move much at all was really glad to experience this glimpse into the sort of vibrant energy i will gain through out the year,11,0,0,0,0,0,0,0,1,0,0,0,0
i was bitten by a dog,12,0,0,0,0,0,0,0,1,0,0,0,0
i do not always find myself feeling thankful but over the years i ve gathered a few tricks that allow me to feel grateful in the face of moments when the last thing i want to do is say thanks,13,0,0,0,0,0,0,0,1,0,0,0,0
i just try not to talk to anyone when i feel irritable like that,14,0,0,0,0,0,0,0,1,0,0,0,0
i dont know who wrote the following little note but this is how i feel today if u r offended by the following posting then you obviously have not lived long enough to be compromised on how you act or believe,16,0,0,0,0,0,0,0,1,0,0,0,0
i feel offended i choose to tell you guys how i feel because i treated you guys as friends and would want to put a stop to all these nonsense,17,0,0,0,0,0,0,0,1,0,0,0,0
i remember feeling as if i didn t belong and that i wasn t smart enough cool enough or even young enough,18,0,0,0,0,0,0,0,1,0,0,0,0
i feel like i have to redeem myself even though i think they realized why i was distraught and were ok with it,19,0,0,0,0,0,0,0,1,0,0,0,0
i hope that the next quote will be able to let my special someone knows what im feeling insecure about and understand that no matter how much i trust,20,0,0,0,0,0,0,0,1,0,0,0,0
i feel much better and without the help of ice,21,0,0,0,0,0,0,0,1,0,0,0,0
i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing,23,0,0,0,0,0,0,0,1,0,0,0,0
i stropped about for a bit feeling grumpy because i was missing out,24,0,0,0,0,0,0,0,1,0,0,0,0
i have a feeling i shall go mad,25,0,0,0,0,0,0,0,1,0,0,0,0
i am happpy when i get good results in the field of academics or athletics,26,0,0,0,0,0,0,0,1,0,0,0,0
i got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity,27,0,0,0,0,0,0,0,1,0,0,0,0
im feeling deeply overwhelmed by these ordinary tasks,28,0,0,0,0,0,0,0,1,0,0,0,0
i feel so grouchy and irritable when im sick,29,0,0,0,0,0,0,0,1,0,0,0,0
i feel my heart shaky all the time now,30,0,0,0,0,0,0,0,1,0,0,0,0
i feel amused at the absurdity of it all,32,0,0,0,0,0,0,0,1,0,0,0,0
i end up getting unwanted attention from boys i want little to do with or ill be sort of starting something with a boy then find myself flirtiing with others in his presence or ill feel really insincere around boys that i do like,33,0,0,0,0,0,0,0,1,0,0,0,0
i go back to my point about what an easy sell getting folk to feel really virtuous for not doing what they dont want to do anyway,35,0,0,0,0,0,0,0,1,0,0,0,0
im feeling a bit more sociable now although i dont think ill be able to express everything i want to say,36,0,0,0,0,0,0,0,1,0,0,0,0
at a certain situation i felt myself neglected and undeservedly harmed,38,0,0,0,0,0,0,0,1,0,0,0,0
i felt good and feel fine today too,39,0,0,0,0,0,0,0,1,0,0,0,0
im feeling slightly optimistic,41,0,0,0,0,0,0,0,1,0,0,0,0
im still feeling indecisive im polling yall p,43,0,0,0,0,0,0,0,1,0,0,0,0
sometime back another girl who was in terms with my exboyfriend came to shout at me at twelve midnight it was because she thought i was still interested in the boy,44,0,0,0,0,0,0,0,1,0,0,0,0
id start feeling resentful that i lived in a part of the country where the sun stubbornly refuses to show itself after the end of september,45,0,0,0,0,0,0,0,1,0,0,0,0
i just feel so fucked up these days,46,0,0,0,0,0,0,0,1,0,0,0,0
i confess that i was feeling nervous as i made my way to the event venue,47,0,0,0,0,0,0,0,1,0,0,0,0
i was really worried that i would feel intimidated by monica but when we met that morning she was incredibly welcoming and made me feel relaxed straight away,48,0,0,0,0,0,0,0,1,0,0,0,0
i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot,49,0,0,0,0,0,0,0,1,0,0,0,0
i feel like i have been a bit obnoxious in my picture posting,50,0,0,0,0,0,0,0,1,0,0,0,0
i feel pissed my friend didnt offer me a soda,52,0,0,0,0,0,0,0,1,0,0,0,0
i feel our hearts are treading dangerous territory,53,0,0,0,0,0,0,0,1,0,0,0,0
i feel frightened by it all,54,0,0,0,0,0,0,0,1,0,0,0,0
i know it was not pleasant for her and i feel selfish saying it but i think i would have fallen apart if i had been there,55,0,0,0,0,0,0,0,1,0,0,0,0
i feel shafted or greedy,56,0,0,0,0,0,0,0,1,0,0,0,0
i have just had such a crappy week that i am still feeling all agitated and like the day wasn t what i wanted,57,0,0,0,0,0,0,0,1,0,0,0,0
i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,58,0,0,0,0,0,0,0,1,0,0,0,0
i feel reluctant to just leave her alone like that without helping her enough to repay her goodness to me,59,0,0,0,0,0,0,0,1,0,0,0,0
i am ashamed when i feel like that the moment i see terrified crying children and dead ones,60,0,0,0,0,0,0,0,1,0,0,0,0
i wake up in the morning and have my voice and my throat feels ok but by the afternoon its all scratchy again and i sound like marge simpson until the night when its so bad and my throat is so sore i just have to whisper,61,0,0,0,0,0,0,0,1,0,0,0,0
ive always been very nervous to do something like that as i feel like i am not really that talented to enter something into an official contest,62,0,0,0,0,0,0,0,1,0,0,0,0
i feel a bit pissed off because we went first,63,0,0,0,0,0,0,0,1,0,0,0,0
i feel satisfied knowing the dirt and hair is no longer in the car and house,64,0,0,0,0,0,0,0,1,0,0,0,0
i really like how the special edition really does feel special with songs on it,65,0,0,0,0,0,0,0,1,0,0,0,0
i would accept your gift without feeling mad,66,0,0,0,0,0,0,0,1,0,0,0,0
i feel hesitant to do it since i don t have any experience with programming and all,67,0,0,0,0,0,0,0,1,0,0,0,0
i was feeling particularly bitchy and i dont think i adequately expressed my appreciation for that,68,0,0,0,0,0,0,0,1,0,0,0,0
i do feel confused,69,0,0,0,0,0,0,0,1,0,0,0,0
im with you when your professor looks at you like a spitball when your friend is dying when you cry into your pillow at night when you feel the dangerous tickles of jealousy luring you down into its lair,70,0,0,0,0,0,0,0,1,0,0,0,0
i didn t feel rushed to finish millions of things and i was able to focus on each task separately,71,0,0,0,0,0,0,0,1,0,0,0,0
i feel so tortured,72,0,0,0,0,0,0,0,1,0,0,0,0
i fear that other people ask me about my feelings i am most reluctant to talk about things,75,0,0,0,0,0,0,0,1,0,0,0,0
i would have smiled except i was starting to feel like any more uptight comments and my jaw would fall right out of my head,76,0,0,0,0,0,0,0,1,0,0,0,0
i feel completely unsure of any boundaries or normalcy,78,0,0,0,0,0,0,0,1,0,0,0,0
i think of or feel gratitude i think of my kind and gracious heavenly father,79,0,0,0,0,0,0,0,1,0,0,0,0
im feeling really really left out and somewhat dissatisfied with everything,80,0,0,0,0,0,0,0,1,0,0,0,0
i simply said how sorry i am and just got out from her car and got into my house feeling restless,81,0,0,0,0,0,0,0,1,0,0,0,0
i am feeling weird and feel wanna know,82,0,0,0,0,0,0,0,1,0,0,0,0
i had an incredible feeling of frantic despair,83,0,0,0,0,0,0,0,1,0,0,0,0
i feel reluctant to sell but hey,84,0,0,0,0,0,0,0,1,0,0,0,0
i take a long sip and feel the cold sensation of the iced capp,85,0,0,0,0,0,0,0,1,0,0,0,0
i wasn t feeling pressured even if this was the longest race and the one i expected the most from,86,0,0,0,0,0,0,0,1,0,0,0,0
i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,88,0,0,0,0,0,0,0,1,0,0,0,0
i had for me to confess my feelings for her but still i couldnt bring myself to her for i was scared of losing her once more,89,0,0,0,0,0,0,0,1,0,0,0,0
im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,90,0,0,0,0,0,0,0,1,0,0,0,0
i pray that the eyes that read this the minds that comprehend this and the hearts that feel this will not be offended,91,0,0,0,0,0,0,0,1,0,0,0,0
im not afraid of going on my own but i feel like a lot of people were in groups and a part of me feels like it would be cool to have a small group to hang out with,92,0,0,0,0,0,0,0,1,0,0,0,0
the possibility of having failed the examination,93,0,0,0,0,0,0,0,1,0,0,0,0
i feel so thankful to be in a part of the country where i can train outdoors this late in the year and not have to bundle up or wear several layers,94,0,0,0,0,0,0,0,1,0,0,0,0
i am feeling rather grouchy too this morning since i didnt sleep last night on purpose,95,0,0,0,0,0,0,0,1,0,0,0,0
i feel like the earthquake has also shaken the foundations of my life and work,96,0,0,0,0,0,0,0,1,0,0,0,0
i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night,97,0,0,0,0,0,0,0,1,0,0,0,0
i woke up feeling positive i was totally in the mood for doing this and this evening i feel the same i had a banana shake for breakfast a chocolate shake for dinner and a sunday roast for tea,98,0,0,0,0,0,0,0,1,0,0,0,0
i would just go to the straight point rather than doing a defination of such as what is romance feeling or anger feeling or suspicious feelings,99,0,0,0,0,0,0,0,1,0,0,0,0
i feel so bitchy and mean and terrible,100,0,0,0,0,0,0,0,1,0,0,0,0
i feel envious that they can keep their posts regular and interesting and wish that i could feel this way to,101,0,0,0,0,0,0,0,1,0,0,0,0
i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,102,0,0,0,0,0,0,0,1,0,0,0,0
i feel assaulted the new kid whined,103,0,0,0,0,0,0,0,1,0,0,0,0
ive had a long road of that initially feeling like i was being rude for turning down food that was made brought for me and sometimes eating stuff because it was gluten free and looked delicious even if it maybe wasnt what i felt good about eating some really mediocre wedding cake for example,104,0,0,0,0,0,0,0,1,0,0,0,0
i wanted to make sure i didnt feel rushed getting to century college on friday afternoon,105,0,0,0,0,0,0,0,1,0,0,0,0
id kick myself into gear but i just feel irritable with no motivation what so ever,106,0,0,0,0,0,0,0,1,0,0,0,0
i feel so much more productive at college and so to keep that productivity in full gear ill have to chalk up some ideas for art projects this summer train an army of attack pigeons and take over a tiny and uninhabited island,107,0,0,0,0,0,0,0,1,0,0,0,0
i have a feeling that your father already convinced him of that,108,0,0,0,0,0,0,0,1,0,0,0,0
i feel im not bothered by that,109,0,0,0,0,0,0,0,1,0,0,0,0
im totally feeling bitchy and resentful about it,111,0,0,0,0,0,0,0,1,0,0,0,0
i drove to class i was feeling a little apprehensive but still no sweat,112,0,0,0,0,0,0,0,1,0,0,0,0
i feel so wronged but what can i do,113,0,0,0,0,0,0,0,1,0,0,0,0
i feel so weird that it feels like i wanna curse everything and bang my head onto the wall so that my world will be back to its focus,114,0,0,0,0,0,0,0,1,0,0,0,0
i feel suspicious of wrinkle prevention beauty products for some reason,115,0,0,0,0,0,0,0,1,0,0,0,0
i feel you see frantic and thus i am afraid,116,0,0,0,0,0,0,0,1,0,0,0,0
i am feeling so grumpy today,117,0,0,0,0,0,0,0,1,0,0,0,0
i feel that i have gotten to know the students pretty well and i talk to the parents if they drop their students off for the day,118,0,0,0,0,0,0,0,1,0,0,0,0
i cant help but feel suspicious of everything,119,0,0,0,0,0,0,0,1,0,0,0,0
i say we because it makes all the difference as a parent when you have an open and easy to talk to teacher who you really feel is the perfect fit for your child,120,0,0,0,0,0,0,0,1,0,0,0,0
i feel a little bit frightened of islam,121,0,0,0,0,0,0,0,1,0,0,0,0
im with her i feel terrific,122,0,0,0,0,0,0,0,1,0,0,0,0
i feel like this insecurity is a good thing when i first started writing i pictured it all,123,0,0,0,0,0,0,0,1,0,0,0,0
i even had a deep feeling for alaska and the cold and snowy and yet big open land with the pine trees and mountains but im destined to live in southern california,124,0,0,0,0,0,0,0,1,0,0,0,0
i didn t feel like she was shy so much as taking it all in as her mother has described her,125,0,0,0,0,0,0,0,1,0,0,0,0
i feel like any time anyone gets into the ring with him they are so intimidated by his arms and legs they dont even really try,126,0,0,0,0,0,0,0,1,0,0,0,0
im feeling cranky cantankerous and resentful like a house slave basically almost all the mothers i know rely heavily on either alcohol marijuana or separation divorce to get some space and sanity for themselves away from their maternal responsibilities,127,0,0,0,0,0,0,0,1,0,0,0,0
im not convinced that it all makes since because the talking never feels sincere in its execution and maybe the themes in life seem to large to ever fathom but what s the point when it already feels like an emotionless pit of self craving attention,129,0,0,0,0,0,0,0,1,0,0,0,0
i had begun to feel apprehensive when thick black rain clouds stormed into the sky above town,130,0,0,0,0,0,0,0,1,0,0,0,0
i think that they pop up so automatically because seeing those pictures or people makes me feel insecure about myself,131,0,0,0,0,0,0,0,1,0,0,0,0
i shut the door but i didn t feel triumphant,132,0,0,0,0,0,0,0,1,0,0,0,0
i could even feel his cold breath on my neck whispered hertha as she ran her fingers across the side of neck,133,0,0,0,0,0,0,0,1,0,0,0,0
i feel like life gave me a plenty of changes to shine and i pissed all over each and every one of them,134,0,0,0,0,0,0,0,1,0,0,0,0
i was feeling grumpy not women problems grumpy but five year old i want to get my way kind of grumpy you don t think there s a difference,135,0,0,0,0,0,0,0,1,0,0,0,0
i know you feel tortured reading this,137,0,0,0,0,0,0,0,1,0,0,0,0
i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out,138,0,0,0,0,0,0,0,1,0,0,0,0
i think this is a valid complaint for those who arent willing to deal with it this aspect i imagine will be rather subjective but it makes sure that the cover based moments still feel dangerous despite being in cover,139,0,0,0,0,0,0,0,1,0,0,0,0
i feel like it must be a popular choice to have alterations done elsewhere,140,0,0,0,0,0,0,0,1,0,0,0,0
i feel bothered,141,0,0,0,0,0,0,0,1,0,0,0,0
i have noticed that if i go with out i start to feel irritated at him or easily annoyed by the things he does i feel this tiny ache inside of me almost unnoticeable the first few days as if a tiny hair had burrowed its way into my foot,142,0,0,0,0,0,0,0,1,0,0,0,0
i understand that any of my extremely positive attributes and there are some are overshadowed by my weakness and subconsciously some people are wired up to feel superior to others and thereby treat them differently,144,0,0,0,0,0,0,0,1,0,0,0,0
i find it very hard to feel relaxed for more than hours,145,0,0,0,0,0,0,0,1,0,0,0,0
i am just feeling grumpy and sore,146,0,0,0,0,0,0,0,1,0,0,0,0
i just make assumptions based on what i see think feel i ve wondered this before with strange things,147,0,0,0,0,0,0,0,1,0,0,0,0
i feel your motivation will be satisfied when you read this write up also who understands,148,0,0,0,0,0,0,0,1,0,0,0,0
i feel more terrified than the customers will be in my maze,150,0,0,0,0,0,0,0,1,0,0,0,0
i found these emails from scott dale and just reading them frusterated me so much that i feel the need to post them and show the world what a neurotic freak he was is,151,0,0,0,0,0,0,0,1,0,0,0,0
i have been neglecting the feeling of people around me i was stubborn,152,0,0,0,0,0,0,0,1,0,0,0,0
i have been sneakily listen to x mas music since the beginning of october but now i feel as if it is a little more socially acceptable to prance around while eartha kitt s version of santa baby blares from my ipod,153,0,0,0,0,0,0,0,1,0,0,0,0
i didn t feel as terrified or as nervous as i normally would in that type of situation,154,0,0,0,0,0,0,0,1,0,0,0,0
i typically respond when i feel offended,155,0,0,0,0,0,0,0,1,0,0,0,0
i am wearing and feeling confident about myself,156,0,0,0,0,0,0,0,1,0,0,0,0
i feel like i am as fearful now as i was when i first threw my leg over the top tube after my surgery,157,0,0,0,0,0,0,0,1,0,0,0,0
i feel unprotected if i do though,158,0,0,0,0,0,0,0,1,0,0,0,0
im feeling artistic today,159,0,0,0,0,0,0,0,1,0,0,0,0
i confess to feeling a bit nervous now though there are some very talented people in the group,160,0,0,0,0,0,0,0,1,0,0,0,0
i managed to eat more than i usually can on race morning mostly because jon was there and i didnt feel quite as nervous,161,0,0,0,0,0,0,0,1,0,0,0,0
i had never read the posts i never would have spent the emotional and mental energy to argue with them in my head or feel irritated by them,162,0,0,0,0,0,0,0,1,0,0,0,0
i feel pressured at times to succumb to fear and insecurities but thankfully i am still able to hold it on my own,163,0,0,0,0,0,0,0,1,0,0,0,0
i feel my strengths are that i m very determined motivated in the workout room,164,0,0,0,0,0,0,0,1,0,0,0,0
im feeling doubtful about my writing dreams to know shes behind me,165,0,0,0,0,0,0,0,1,0,0,0,0
i get into what it actually does i feel like everyone should buy it just because it smells amazing,167,0,0,0,0,0,0,0,1,0,0,0,0
i think the sooner we do the better well all feel greg im already in a distressed mood mom,168,0,0,0,0,0,0,0,1,0,0,0,0
i wear it i feel anxious visable spotlighted different unfashionable stupid embarrassed ashamed and paranoid,170,0,0,0,0,0,0,0,1,0,0,0,0
i feeling confused with my life and want to know why my life,174,0,0,0,0,0,0,0,1,0,0,0,0
i looked around and once again was disappointed that so little had shown up this evening but apparently this was my day to feel selfish,175,0,0,0,0,0,0,0,1,0,0,0,0
i was feeling and i said impatient,176,0,0,0,0,0,0,0,1,0,0,0,0
i feel very reluctant to blog during my free period even when my hp is plugged to my laptop for charging making it easy to upload photos online,177,0,0,0,0,0,0,0,1,0,0,0,0
i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed,178,0,0,0,0,0,0,0,1,0,0,0,0
i got a stitch in my side during the first mile couldnt feel my feet it was so cold etc etc,179,0,0,0,0,0,0,0,1,0,0,0,0
i feel there are other options that not as violent probably more costly yet equally futile so whats the problem with keeping our men and women out of harms way,181,0,0,0,0,0,0,0,1,0,0,0,0
ive collected as i feel its vital to create something precious from those items as a tribute to the earth and its power generosity,182,0,0,0,0,0,0,0,1,0,0,0,0
i feel as though i fucked up so majorly this summer that im cast off into an alternate universe that i went the wrong way on a timeline and im stuck in a world that the same as the one i knew in all but one way,183,0,0,0,0,0,0,0,1,0,0,0,0
i friends helping them to dress up and practise their thai introduction session while i sat there feeling helpless,184,0,0,0,0,0,0,0,1,0,0,0,0
i feel helpless because i cannot stop it,185,0,0,0,0,0,0,0,1,0,0,0,0
im feeling disgusted already but seriously though i dont really like to have my pictures taken cause ive always referred to myself as ugly,186,0,0,0,0,0,0,0,1,0,0,0,0
i do feel very angered though,187,0,0,0,0,0,0,0,1,0,0,0,0
i am feeling very virtuous today,188,0,0,0,0,0,0,0,1,0,0,0,0
i just feel so good inside when i see people walking away with their own handmade pieces of,189,0,0,0,0,0,0,0,1,0,0,0,0
i went to see my pcm on post for a follow up appointment and i left feeling hopeful and optimistic,190,0,0,0,0,0,0,0,1,0,0,0,0
i wish that the girl he asked to prom had accepted his invitation that way i couldve been heartbroken and done with my feeling for him but now im just so indecisive,191,0,0,0,0,0,0,0,1,0,0,0,0
im still feeling all wimpy it may be another skip around,192,0,0,0,0,0,0,0,1,0,0,0,0
i didnt feel safe in my room because the argument was going on in my room and things were getting rough,193,0,0,0,0,0,0,0,1,0,0,0,0
im not feeling pissed off about picking up those toys,194,0,0,0,0,0,0,0,1,0,0,0,0
im feeling so goddamn pissed and just,195,0,0,0,0,0,0,0,1,0,0,0,0
i hopped on the scale this morning feeling none too optimistic,196,0,0,0,0,0,0,0,1,0,0,0,0
i appreciate the award i feel there are so many wonderful blogs out there that we are all winners,197,0,0,0,0,0,0,0,1,0,0,0,0
i should have left this movie feeling frightened or at the very least convinced that this number held some kind of mystical power or was the key to some government conspiracy but no,199,0,0,0,0,0,0,0,1,0,0,0,0
i feel tortured every moment and theres nowhere i can go to get away from it or to get back to what i was used to,202,0,0,0,0,0,0,0,1,0,0,0,0
im feeling brave this would be nice with black tips,203,0,0,0,0,0,0,0,1,0,0,0,0
i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,204,0,0,0,0,0,0,0,1,0,0,0,0
in ward a was an epileptic patient who was burnt the whole body and was stinking very much such that the whole ward was affected few people could come near him,205,0,0,0,0,0,0,0,1,0,0,0,0
i have grown accustomed to the creative freedom of living by myself i can dance around my house and write songs and play guitar without feeling inhibited by the eyes and ears of others,206,0,0,0,0,0,0,0,1,0,0,0,0
i is an extremely positive feeling a divine energy who alone can take our quaking boat to the shore,207,0,0,0,0,0,0,0,1,0,0,0,0
i feel in the long run this hurts paulie as you could visibly see how distraught he was with the result and the perception of his performance,208,0,0,0,0,0,0,0,1,0,0,0,0
i also wouldnt mind a canon d mark iii if anyone is feeling generous,209,0,0,0,0,0,0,0,1,0,0,0,0
i wonder how genentech feel about a hostile takeover by its global partner,210,0,0,0,0,0,0,0,1,0,0,0,0
i feel that when i run i that is me sarah the mind am supporting this body,211,0,0,0,0,0,0,0,1,0,0,0,0
i feel truly impatient that this is taking so long,212,0,0,0,0,0,0,0,1,0,0,0,0
i feel really greedy wanting all this stuff but my mom asked me to make a list so,213,0,0,0,0,0,0,0,1,0,0,0,0
i feel popular but they dont want to be taught and they wont get married before the get baptized so they cant obviously,214,0,0,0,0,0,0,0,1,0,0,0,0
i don t particularly have too much to say on it as it works well but doesn t particularly feel like it s something very clever or new,216,0,0,0,0,0,0,0,1,0,0,0,0
i was feeling pretty anxious and overwhelmed as a friend rightly noted probably because i was on a boat with my mom grandmother and great aunt and no where to flee except the damn cold baltic sea,218,0,0,0,0,0,0,0,1,0,0,0,0
i feel like i need cute pictures to share,219,0,0,0,0,0,0,0,1,0,0,0,0
i wake up feeling triumphant,220,0,0,0,0,0,0,0,1,0,0,0,0
i am left feeling very confused and blah,222,0,0,0,0,0,0,0,1,0,0,0,0
i got a feeling by the look in her eyes that she was sincere,223,0,0,0,0,0,0,0,1,0,0,0,0
i can think about is how lonely i feel im all grouchy and agitated and esily airritated,224,0,0,0,0,0,0,0,1,0,0,0,0
ive decided to intentionally make it easier on myself even though it makes me feel wimpy admitting that is the reason but this girl does have to work a day job,225,0,0,0,0,0,0,0,1,0,0,0,0
im watching a movie called sharknado i feel like my intelligence is being insulted,226,0,0,0,0,0,0,0,1,0,0,0,0
i am feeling apprehensive about this move and worried i have blown all my money that was meant to pay my rego,227,0,0,0,0,0,0,0,1,0,0,0,0
i still feel like i get walked all over but well i m trying,228,0,0,0,0,0,0,0,1,0,0,0,0
i told her that we cannot continue this way and when she is starting to feel frustrated she has to let me know in a calm way,229,0,0,0,0,0,0,0,1,0,0,0,0
i feel like i cant be brave,234,0,0,0,0,0,0,0,1,0,0,0,0
i wish i could call off the wedding just so i can feel carefree again,235,0,0,0,0,0,0,0,1,0,0,0,0
i didnt feel scared at all,236,0,0,0,0,0,0,0,1,0,0,0,0
i dont know who i like i feel so bitchy and flirty,238,0,0,0,0,0,0,0,1,0,0,0,0
ive had this urgent feeling to write to you and tell you how the files make me feel but have felt hesitant because of fear as to where it will lead me,239,0,0,0,0,0,0,0,1,0,0,0,0
i started to develop feelings for you they scared me and i freaked out but you promised me that i was safe,240,0,0,0,0,0,0,0,1,0,0,0,0
im so damn tired and i feel a little grouchy,242,0,0,0,0,0,0,0,1,0,0,0,0
i was feeling quite something im not sure,243,0,0,0,0,0,0,0,1,0,0,0,0
i feel rude feel free to grab the seat next to me,244,0,0,0,0,0,0,0,1,0,0,0,0
im contemplating and feeling skeptical,245,0,0,0,0,0,0,0,1,0,0,0,0
